symbol,trade_date,expiry_date,entry_spot,expiry_spot,short_put_strike,long_put_strike,short_put_premium,long_put_premium,net_credit_points,spread_width_points,max_loss_points,max_loss_pct_collateral,pnl_points,return_on_max_loss,return_on_cash_equivalent,assigned_or_tested,_symbol,_entry_date,_expiry_date,strategy,variant,scenario,event_window_start,event_window_end,event_count,event_symbols,event_dates,event_sources,event_weight_pct,event_overlap_eligible,vetoed_by_overlay,broker_orders_allowed,allocation,residual_growth_weight,overlap_growth_weight,entry_date,weighted_pnl_points,weighted_return_on_margin,active_legs,has_defensive,has_growth
SBIN,2016-11-24,2016-12-29,261.75,247.65,245.0,235.0,4.45,2.65,1.8000000000000005,10.0,8.2,0.033469387755102,1.8000000000000005,0.2195121951219512,0.0073469387755102,False,SBIN,2016-11-24,2016-12-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2016-11-23,2016-12-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2016-12-21,2017-01-25,255.35,259.2,240.0,230.0,3.0,1.5,1.5,10.0,8.5,0.0354166666666666,1.5,0.1764705882352941,0.00625,False,SBIN,2016-12-21,2017-01-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2016-12-20,2017-01-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-01-19,2017-02-23,258.4,270.45,245.0,235.0,4.7,2.4,2.3000000000000003,10.0,7.699999999999999,0.0314285714285714,2.3000000000000003,0.2987012987012987,0.0093877551020408,False,SBIN,2017-01-19,2017-02-23,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-01-18,2017-02-24,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-02-23,2017-03-30,270.45,291.05,255.0,245.0,3.0,1.35,1.65,10.0,8.35,0.0327450980392156,1.65,0.1976047904191616,0.0064705882352941,False,SBIN,2017-02-23,2017-03-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-02-22,2017-03-31,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-03-23,2017-04-27,268.5,282.05,255.0,250.0,2.75,1.8,0.95,5.0,4.05,0.0158823529411764,0.95,0.2345679012345679,0.0037254901960784,False,SBIN,2017-03-23,2017-04-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-03-22,2017-04-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-04-20,2017-05-25,284.8,290.1,270.0,260.0,3.9,1.95,1.95,10.0,8.05,0.0298148148148148,1.95,0.2422360248447204,0.0072222222222222,False,SBIN,2017-04-20,2017-05-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-04-19,2017-05-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-05-25,2017-06-29,290.1,272.45,275.0,265.0,4.15,1.95,2.2,10.0,7.8,0.0283636363636363,-0.3500000000000112,-0.0448717948717963,-0.0012727272727273,True,SBIN,2017-05-25,2017-06-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-05-24,2017-06-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-06-22,2017-07-27,294.5,298.35,275.0,265.0,1.95,0.95,1.0,10.0,9.0,0.0327272727272727,1.0,0.1111111111111111,0.0036363636363636,False,SBIN,2017-06-22,2017-07-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-06-21,2017-07-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-07-27,2017-08-31,298.35,277.75,280.0,270.0,2.55,1.25,1.2999999999999998,10.0,8.7,0.0310714285714285,-0.9500000000000002,-0.1091954022988506,-0.0033928571428571,True,SBIN,2017-07-27,2017-08-31,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-07-26,2017-09-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-08-24,2017-09-28,280.3,252.55,265.0,260.0,2.55,1.85,0.6999999999999997,5.0,4.300000000000001,0.0162264150943396,-4.300000000000001,-1.0,-0.0162264150943396,True,SBIN,2017-08-24,2017-09-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-08-23,2017-09-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-09-21,2017-10-26,268.5,320.5,255.0,250.0,2.75,1.8,0.95,5.0,4.05,0.0158823529411764,0.95,0.2345679012345679,0.0037254901960784,False,SBIN,2017-09-21,2017-10-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-09-20,2017-10-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-10-26,2017-11-30,320.5,320.35,300.0,285.0,10.2,6.0,4.199999999999999,15.0,10.8,0.036,4.199999999999999,0.3888888888888888,0.0139999999999999,False,SBIN,2017-10-26,2017-11-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-10-25,2017-12-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-11-23,2017-12-28,334.95,308.4,310.0,300.0,4.75,3.15,1.6,10.0,8.4,0.0270967741935483,-2.2648549702353197e-14,-2.696255916946809e-15,-7.305983774952643e-17,True,SBIN,2017-11-23,2017-12-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-11-22,2017-12-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2017-12-21,2018-01-25,316.75,313.15,300.0,295.0,4.25,3.0,1.25,5.0,3.75,0.0125,1.25,0.3333333333333333,0.0041666666666666,False,SBIN,2017-12-21,2018-01-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2017-12-20,2018-01-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-01-18,2018-02-22,303.25,272.6,280.0,270.0,4.4,2.3,2.1000000000000005,10.0,7.899999999999999,0.0282142857142857,-5.299999999999977,-0.6708860759493642,-0.0189285714285713,True,SBIN,2018-01-18,2018-02-22,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-01-17,2018-02-23,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-02-21,2018-03-28,273.3,249.9,250.0,240.0,3.7,2.3,1.4000000000000004,10.0,8.6,0.0344,1.300000000000006,0.1511627906976751,0.0052,True,SBIN,2018-02-21,2018-03-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-02-20,2018-03-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-03-22,2018-04-26,241.55,233.2,220.0,210.0,2.85,1.8,1.05,10.0,8.95,0.0406818181818181,1.05,0.1173184357541899,0.0047727272727272,False,SBIN,2018-03-22,2018-04-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-03-21,2018-04-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-04-26,2018-05-31,233.2,269.55,220.0,210.0,4.05,1.9,2.15,10.0,7.85,0.0356818181818181,2.15,0.2738853503184713,0.0097727272727272,False,SBIN,2018-04-26,2018-05-31,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-04-25,2018-06-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-05-24,2018-06-28,268.5,257.0,255.0,245.0,5.4,2.8,2.6000000000000005,10.0,7.399999999999999,0.0290196078431372,2.6000000000000005,0.3513513513513514,0.0101960784313725,False,SBIN,2018-05-24,2018-06-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-05-23,2018-06-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-06-21,2018-07-26,268.65,287.7,255.0,250.0,3.45,2.6,0.8500000000000001,5.0,4.15,0.0162745098039215,0.8500000000000001,0.2048192771084337,0.0033333333333333,False,SBIN,2018-06-21,2018-07-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-06-20,2018-07-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-07-26,2018-08-30,287.7,308.6,270.0,260.0,5.3,3.0,2.3,10.0,7.7,0.0285185185185185,2.3,0.2987012987012987,0.0085185185185185,False,SBIN,2018-07-26,2018-08-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-07-25,2018-08-31,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-08-23,2018-09-27,302.45,265.35,285.0,280.0,4.25,3.35,0.8999999999999999,5.0,4.1,0.0143859649122807,-4.100000000000001,-1.0000000000000004,-0.0143859649122807,True,SBIN,2018-08-23,2018-09-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-08-22,2018-09-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-09-21,2018-10-25,270.6,249.55,255.0,250.0,5.35,4.5,0.8499999999999996,5.0,4.15,0.0162745098039215,-4.15,-1.0,-0.0162745098039215,True,SBIN,2018-09-21,2018-10-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-09-20,2018-10-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-10-25,2018-11-29,249.55,286.4,235.0,225.0,6.15,4.1,2.0500000000000007,10.0,7.949999999999999,0.0338297872340425,2.0500000000000007,0.2578616352201259,0.0087234042553191,False,SBIN,2018-10-25,2018-11-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-10-24,2018-11-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-11-22,2018-12-27,282.7,292.15,265.0,260.0,3.6,3.1,0.5,5.0,4.5,0.0169811320754716,0.5,0.1111111111111111,0.0018867924528301,False,SBIN,2018-11-22,2018-12-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-11-21,2018-12-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2018-12-27,2019-01-31,292.15,293.65,275.0,270.0,3.45,2.5,0.9500000000000002,5.0,4.05,0.0147272727272727,0.9500000000000002,0.2345679012345679,0.0034545454545454,False,SBIN,2018-12-27,2019-01-31,TB15_T04,symbol_event_pm1d_window,stock_symbol,2018-12-26,2019-02-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-01-24,2019-02-28,288.05,269.05,270.0,260.0,5.2,2.75,2.45,10.0,7.55,0.0279629629629629,1.5000000000000115,0.1986754966887432,0.0055555555555555,True,SBIN,2019-01-24,2019-02-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-01-23,2019-03-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-02-21,2019-03-28,268.0,319.0,250.0,240.0,3.7,2.0,1.7000000000000002,10.0,8.3,0.0332,1.7000000000000002,0.2048192771084337,0.0068,False,SBIN,2019-02-21,2019-03-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-02-20,2019-03-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-03-22,2019-04-25,298.05,306.2,280.0,270.0,3.65,2.0,1.65,10.0,8.35,0.0298214285714285,1.65,0.1976047904191616,0.0058928571428571,False,SBIN,2019-03-22,2019-04-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-03-21,2019-04-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-04-25,2019-05-30,306.2,353.55,290.0,280.0,6.1,3.65,2.45,10.0,7.550000000000001,0.0260344827586206,2.45,0.3245033112582781,0.0084482758620689,False,SBIN,2019-04-25,2019-05-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-04-24,2019-05-31,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-05-23,2019-06-27,342.2,362.15,325.0,310.0,6.5,3.7,2.8,15.0,12.2,0.0375384615384615,2.8,0.2295081967213114,0.0086153846153846,False,SBIN,2019-05-23,2019-06-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-05-22,2019-06-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-06-20,2019-07-25,345.15,341.3,325.0,310.0,4.0,1.7,2.3,15.0,12.7,0.039076923076923,2.3,0.1811023622047244,0.007076923076923,False,SBIN,2019-06-20,2019-07-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-06-19,2019-07-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-07-25,2019-08-29,341.3,274.5,320.0,305.0,4.3,2.0,2.3,15.0,12.7,0.0396875,-12.700000000000005,-1.0000000000000002,-0.0396875,True,SBIN,2019-07-25,2019-08-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-07-24,2019-08-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-08-22,2019-09-26,268.55,281.85,255.0,250.0,7.35,5.85,1.5,5.0,3.5,0.0137254901960784,1.5,0.4285714285714285,0.0058823529411764,False,SBIN,2019-08-22,2019-09-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-08-21,2019-09-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-09-26,2019-10-31,281.85,312.4,265.0,255.0,5.9,3.5,2.4000000000000004,10.0,7.6,0.0286792452830188,2.4000000000000004,0.3157894736842105,0.0090566037735849,False,SBIN,2019-09-26,2019-10-31,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-09-25,2019-11-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-10-24,2019-11-28,262.5,349.3,245.0,235.0,7.3,5.25,2.05,10.0,7.95,0.0324489795918367,2.05,0.2578616352201258,0.0083673469387755,False,SBIN,2019-10-24,2019-11-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-10-23,2019-11-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-11-21,2019-12-26,331.35,329.85,310.0,295.0,6.0,3.15,2.85,15.0,12.15,0.0391935483870967,2.85,0.2345679012345679,0.0091935483870967,False,SBIN,2019-11-21,2019-12-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-11-20,2019-12-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2019-12-26,2020-01-30,329.85,310.7,310.0,300.0,3.2,1.75,1.4500000000000002,10.0,8.55,0.0275806451612903,1.4500000000000002,0.1695906432748538,0.0046774193548387,False,SBIN,2019-12-26,2020-01-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2019-12-25,2020-01-31,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-01-23,2020-02-27,323.2,321.95,305.0,290.0,6.4,3.25,3.1500000000000004,15.0,11.85,0.0388524590163934,3.1500000000000004,0.2658227848101266,0.010327868852459,False,SBIN,2020-01-23,2020-02-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-01-22,2020-02-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-02-20,2020-03-26,327.65,192.75,310.0,300.0,5.9,3.9,2.0000000000000004,10.0,8.0,0.0258064516129032,-8.0,-1.0,-0.0258064516129032,True,SBIN,2020-02-20,2020-03-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-02-19,2020-03-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-03-26,2020-04-30,192.75,190.5,180.0,170.0,19.2,16.05,3.1499999999999986,10.0,6.850000000000001,0.0380555555555555,3.1499999999999986,0.4598540145985398,0.0174999999999999,False,SBIN,2020-03-26,2020-04-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-03-25,2020-05-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-04-23,2020-05-28,186.7,158.2,170.0,160.0,8.7,5.75,2.9499999999999997,10.0,7.050000000000001,0.0414705882352941,-7.050000000000001,-1.0,-0.0414705882352941,True,SBIN,2020-04-23,2020-05-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-04-22,2020-05-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-05-21,2020-06-25,151.95,185.25,140.0,130.0,6.1,3.35,2.75,10.0,7.25,0.0517857142857142,2.75,0.3793103448275861,0.0196428571428571,False,SBIN,2020-05-21,2020-06-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-05-20,2020-06-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-06-25,2020-07-30,185.25,186.55,175.0,165.0,7.3,4.15,3.1499999999999995,10.0,6.8500000000000005,0.0391428571428571,3.1499999999999995,0.45985401459854,0.018,False,SBIN,2020-06-25,2020-07-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-06-24,2020-07-31,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-07-23,2020-08-27,198.25,215.65,187.5,177.5,8.3,5.05,3.250000000000001,10.0,6.749999999999999,0.036,3.250000000000001,0.4814814814814817,0.0173333333333333,False,SBIN,2020-07-23,2020-08-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-07-22,2020-08-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-08-20,2020-09-24,194.75,176.35,185.0,175.0,5.75,2.85,2.9,10.0,7.1,0.0383783783783783,-5.750000000000005,-0.8098591549295783,-0.0310810810810811,True,SBIN,2020-08-20,2020-09-24,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-08-19,2020-09-25,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-09-24,2020-10-29,176.35,188.7,165.0,160.0,4.9,3.6,1.3000000000000005,5.0,3.7,0.0224242424242424,1.3000000000000005,0.3513513513513514,0.0078787878787878,False,SBIN,2020-09-24,2020-10-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-09-23,2020-10-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-10-22,2020-11-26,203.3,245.45,190.0,180.0,5.55,2.95,2.6,10.0,7.4,0.0389473684210526,2.6,0.3513513513513512,0.0136842105263157,False,SBIN,2020-10-22,2020-11-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-10-21,2020-11-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-11-26,2020-12-31,245.45,274.95,230.0,220.0,5.8,3.35,2.45,10.0,7.550000000000001,0.0328260869565217,2.45,0.3245033112582781,0.0106521739130434,False,SBIN,2020-11-26,2020-12-31,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-11-25,2021-01-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2020-12-24,2021-01-28,266.85,282.35,250.0,240.0,5.85,3.7,2.1499999999999995,10.0,7.85,0.0314,2.1499999999999995,0.2738853503184713,0.0085999999999999,False,SBIN,2020-12-24,2021-01-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2020-12-23,2021-01-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-01-21,2021-02-25,294.85,407.25,280.0,265.0,10.6,6.15,4.449999999999999,15.0,10.55,0.0376785714285714,4.449999999999999,0.4218009478672985,0.0158928571428571,False,SBIN,2021-01-21,2021-02-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-01-20,2021-02-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-02-18,2021-03-25,415.2,355.2,390.0,370.0,14.15,8.15,6.0,20.0,14.0,0.0358974358974358,-14.0,-1.0,-0.0358974358974358,True,SBIN,2021-02-18,2021-03-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-02-17,2021-03-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-03-25,2021-04-29,355.2,359.4,335.0,320.0,7.5,4.3,3.2,15.0,11.8,0.0352238805970149,3.2,0.2711864406779661,0.0095522388059701,False,SBIN,2021-03-25,2021-04-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-03-24,2021-04-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-04-22,2021-05-27,336.65,425.2,310.0,300.0,8.85,6.35,2.5,10.0,7.5,0.0241935483870967,2.5,0.3333333333333333,0.0080645161290322,False,SBIN,2021-04-22,2021-05-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-04-21,2021-05-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-05-20,2021-06-24,384.55,417.2,365.0,350.0,13.6,8.6,5.0,15.0,10.0,0.0273972602739726,5.0,0.5,0.0136986301369863,False,SBIN,2021-05-20,2021-06-24,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-05-19,2021-06-25,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-06-24,2021-07-29,417.2,441.55,395.0,380.0,6.35,3.6,2.75,15.0,12.25,0.0310126582278481,2.75,0.2244897959183673,0.0069620253164556,False,SBIN,2021-06-24,2021-07-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-06-23,2021-07-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-07-22,2021-08-26,422.05,410.75,400.0,390.0,5.4,3.4,2.0000000000000004,10.0,8.0,0.02,2.0000000000000004,0.25,0.005,False,SBIN,2021-07-22,2021-08-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-07-21,2021-08-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-08-26,2021-09-30,410.75,453.0,390.0,375.0,5.8,3.0,2.8,15.0,12.2,0.0312820512820512,2.8,0.2295081967213114,0.0071794871794871,False,SBIN,2021-08-26,2021-09-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-08-25,2021-10-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-09-23,2021-10-28,449.8,501.35,425.0,410.0,7.55,4.5,3.05,15.0,11.95,0.0281176470588235,3.05,0.2552301255230125,0.0071764705882352,False,SBIN,2021-09-23,2021-10-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-09-22,2021-10-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-10-21,2021-11-25,502.95,490.55,475.0,450.0,18.05,9.35,8.700000000000001,25.0,16.299999999999997,0.0343157894736842,8.700000000000001,0.5337423312883437,0.0183157894736842,False,SBIN,2021-10-21,2021-11-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-10-20,2021-11-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-11-25,2021-12-30,490.55,451.7,465.0,450.0,5.15,2.85,2.3000000000000003,15.0,12.7,0.0273118279569892,-11.00000000000001,-0.8661417322834655,-0.0236559139784946,True,SBIN,2021-11-25,2021-12-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-11-24,2021-12-31,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2021-12-23,2022-01-27,461.8,528.95,430.0,420.0,5.1,3.8,1.2999999999999998,10.0,8.7,0.0202325581395348,1.2999999999999998,0.1494252873563218,0.0030232558139534,False,SBIN,2021-12-23,2022-01-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2021-12-22,2022-01-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-01-20,2022-02-24,511.4,472.65,485.0,460.0,12.5,5.55,6.95,25.0,18.05,0.0372164948453608,-5.400000000000023,-0.2991689750692533,-0.0111340206185567,True,SBIN,2022-01-20,2022-02-24,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-01-19,2022-02-25,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-02-24,2022-03-31,472.65,493.55,445.0,425.0,12.4,8.85,3.5500000000000007,20.0,16.45,0.0369662921348314,3.5500000000000007,0.2158054711246201,0.0079775280898876,False,SBIN,2022-02-24,2022-03-31,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-02-23,2022-04-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-03-24,2022-04-28,487.1,507.5,460.0,440.0,10.75,6.0,4.75,20.0,15.25,0.0331521739130434,4.75,0.3114754098360656,0.0103260869565217,False,SBIN,2022-03-24,2022-04-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-03-23,2022-04-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-04-21,2022-05-26,516.3,468.9,490.0,470.0,10.0,5.3,4.7,20.0,15.3,0.0312244897959183,-15.3,-1.0,-0.0312244897959183,True,SBIN,2022-04-21,2022-05-26,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-04-20,2022-05-27,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-05-26,2022-06-30,468.9,465.9,440.0,420.0,7.1,4.1,3.0,20.0,17.0,0.0386363636363636,3.0,0.1764705882352941,0.0068181818181818,False,SBIN,2022-05-26,2022-06-30,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-05-25,2022-07-01,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-06-23,2022-07-28,451.4,532.45,420.0,400.0,6.65,3.45,3.2,20.0,16.8,0.04,3.2,0.1904761904761904,0.0076190476190476,False,SBIN,2022-06-23,2022-07-28,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-06-22,2022-07-29,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-07-21,2022-08-25,512.05,520.4,485.0,470.0,7.2,4.25,2.95,15.0,12.05,0.0248453608247422,2.95,0.2448132780082987,0.0060824742268041,False,SBIN,2022-07-21,2022-08-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-07-20,2022-08-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-08-25,2022-09-29,520.4,521.75,490.0,470.0,5.8,3.0,2.8,20.0,17.2,0.0351020408163265,2.8,0.1627906976744186,0.0057142857142857,False,SBIN,2022-08-25,2022-09-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-08-24,2022-09-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-09-22,2022-10-27,567.3,579.65,535.0,520.0,10.95,5.85,5.1,15.0,9.9,0.0185046728971962,5.1,0.5151515151515151,0.0095327102803738,False,SBIN,2022-09-22,2022-10-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-09-21,2022-10-28,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-10-20,2022-11-24,555.4,609.35,525.0,500.0,8.6,3.7,4.9,25.0,20.1,0.0382857142857142,4.9,0.2437810945273631,0.0093333333333333,False,SBIN,2022-10-20,2022-11-24,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-10-19,2022-11-25,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-11-24,2022-12-29,609.35,611.8,575.0,550.0,4.0,1.45,2.55,25.0,22.45,0.0390434782608695,2.55,0.1135857461024498,0.0044347826086956,False,SBIN,2022-11-24,2022-12-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-11-23,2022-12-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2022-12-21,2023-01-25,593.4,568.7,560.0,540.0,5.5,2.7,2.8,20.0,17.2,0.0307142857142857,2.8,0.1627906976744186,0.005,False,SBIN,2022-12-21,2023-01-25,TB15_T04,symbol_event_pm1d_window,stock_symbol,2022-12-20,2023-01-26,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2023-01-19,2023-02-23,589.85,521.0,560.0,540.0,6.2,3.1,3.1,20.0,16.9,0.0301785714285714,-16.9,-1.0,-0.0301785714285714,True,SBIN,2023-01-19,2023-02-23,TB15_T04,symbol_event_pm1d_window,stock_symbol,2023-01-18,2023-02-24,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2023-02-22,2023-03-29,516.35,516.5,490.0,470.0,6.9,3.65,3.2500000000000004,20.0,16.75,0.0341836734693877,3.2500000000000004,0.1940298507462687,0.0066326530612244,False,SBIN,2023-02-22,2023-03-29,TB15_T04,symbol_event_pm1d_window,stock_symbol,2023-02-21,2023-03-30,0,,,,0.0,False,False,False,,,,,,,,,
SBIN,2023-03-23,2023-04-27,512.75,564.75,485.0,465.0,7.3,3.15,4.15,20.0,15.85,0.032680412371134,4.15,0.2618296529968454,0.0085567010309278,False,SBIN,2023-03-23,2023-04-27,TB15_T04,symbol_event_pm1d_window,stock_symbol,2023-03-22,2023-04-28,0,,,,0.0,False,False,False,,,,,,,,,
