experiment_id,weighting_mode,top_k,rebalance_every_sessions,gate_feature,gate_quantile,gate_threshold,rebalance_idx,open_ts,next_open_ts,gate_spread,gate_passed,portfolio_return,turnover,long_names,long_weights
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,521,2025-05-21 09:15:00,2025-06-04 09:15:00,0.0076789602821282004,True,0.019848436768498717,1.3252929197854948,"ADANIPORTS,ULTRACEMCO,NESTLEIND","0.832674,0.166592,0.000734"
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,531,2025-06-04 09:15:00,2025-06-18 09:15:00,0.0075013385659593,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,541,2025-06-18 09:15:00,2025-07-02 09:15:00,0.0071572574889078,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,551,2025-07-02 09:15:00,2025-07-16 09:15:00,0.0047088439633106004,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,561,2025-07-16 09:15:00,2025-07-30 09:15:00,0.0063454469314289,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,571,2025-07-30 09:15:00,2025-08-13 09:15:00,0.0066611209239688,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,581,2025-08-13 09:15:00,2025-08-29 09:15:00,0.0062862680108799,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,591,2025-08-29 09:15:00,2025-09-12 09:15:00,0.0053436956324426,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,601,2025-09-12 09:15:00,2025-09-26 09:15:00,0.0070474094135117,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,611,2025-09-26 09:15:00,2025-10-13 09:15:00,0.0085550822139121,True,0.009262571172733292,0.9999999999999999,"LT,MARUTI,WIPRO","0.568099,0.431608,0.000293"
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,621,2025-10-13 09:15:00,2025-10-28 09:15:00,0.007115005677064299,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,631,2025-10-28 09:15:00,2025-11-12 09:15:00,0.0052072419284607,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,641,2025-11-12 09:15:00,2025-11-26 09:15:00,0.0055904360936868,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,651,2025-11-26 09:15:00,2025-12-10 09:15:00,0.0113235563194565,True,-0.008311413722186474,1.0,"BRITANNIA,NESTLEIND,HCLTECH","0.774750,0.224852,0.000397"
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,661,2025-12-10 09:15:00,2025-12-24 09:15:00,0.0064071915936686,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,671,2025-12-24 09:15:00,2026-01-08 09:15:00,0.0069938808211825,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,681,2026-01-08 09:15:00,2026-01-23 09:15:00,0.005937537119816901,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,691,2026-01-23 09:15:00,2026-02-06 09:15:00,0.0079684082847281,True,-0.00826645492817383,1.0,"DRREDDY,TCS,NESTLEIND","0.966287,0.033122,0.000591"
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,701,2026-02-06 09:15:00,2026-02-20 09:15:00,0.0058464261060242,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,711,2026-02-20 09:15:00,2026-03-09 09:15:00,0.0072459954824331,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.5,0.0076600502017333,721,2026-03-09 09:15:00,2026-03-13 09:15:00,0.0133831968983102,True,-0.03115304319761716,0.9999999999999999,"MARUTI,NESTLEIND,AXISBANK","0.760278,0.238303,0.001419"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,1,2023-04-17 10:15:00,2023-05-02 09:15:00,0.0103934058729272,True,0.011561129159854923,1.0,"DRREDDY,AXISBANK,INFY","0.696825,0.302664,0.000510"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,11,2023-05-02 09:15:00,2023-05-16 09:15:00,0.0102624147888659,True,0.030284199583301388,2.0,"ULTRACEMCO,KOTAKBANK,M&M","0.613943,0.385750,0.000307"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,21,2023-05-16 09:15:00,2023-05-30 09:15:00,0.0095100682702419,True,0.011433937242396228,2.0,"TCS,BPCL,BHARTIARTL","0.670092,0.329724,0.000183"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,31,2023-05-30 09:15:00,2023-06-13 09:15:00,0.011887822594473001,True,0.011435403319113182,2.0,"DRREDDY,HCLTECH,HINDUNILVR","0.539567,0.454101,0.006332"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,41,2023-06-13 09:15:00,2023-06-27 09:15:00,0.0068031408265778,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,51,2023-06-27 09:15:00,2023-07-12 09:15:00,0.0077126062610404994,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,61,2023-07-12 09:15:00,2023-07-26 09:15:00,0.005558564448274,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,71,2023-07-26 09:15:00,2023-08-09 09:15:00,0.011682419430473798,True,0.1165972538585594,0.9999999999999999,"TECHM,CIPLA,ADANIPORTS","0.581086,0.418567,0.000347"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,81,2023-08-09 09:15:00,2023-08-24 09:15:00,0.0055936090673599,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,91,2023-08-24 09:15:00,2023-09-07 09:15:00,0.0062112461397659,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,101,2023-09-07 09:15:00,2023-09-22 09:15:00,0.009241357250060901,True,-0.006338673073394715,1.0,"WIPRO,DRREDDY,AXISBANK","0.781472,0.217938,0.000589"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,111,2023-09-22 09:15:00,2023-10-09 09:15:00,0.0071007291108721,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,121,2023-10-09 09:15:00,2023-10-23 09:15:00,0.0086019283523878,True,-0.03963446238037959,1.0,"TCS,AXISBANK,INFY","0.743682,0.255507,0.000811"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,131,2023-10-23 09:15:00,2023-11-07 09:15:00,0.0050201385829755,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,141,2023-11-07 09:15:00,2023-11-21 09:15:00,0.0041594965059403,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,151,2023-11-21 09:15:00,2023-12-06 09:15:00,0.006849886191590699,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,161,2023-12-06 09:15:00,2023-12-20 09:15:00,0.0112517686394911,True,0.06487738282620752,0.9999999999999999,"TCS,SUNPHARMA,M&M","0.753815,0.245824,0.000361"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,171,2023-12-20 09:15:00,2024-01-04 09:15:00,0.0041523187835434,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,181,2024-01-04 09:15:00,2024-01-18 09:15:00,0.008611010620221599,True,0.04709187399884004,1.0,"BAJAJ-AUTO,ONGC,TCS","0.724090,0.275727,0.000183"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,191,2024-01-18 09:15:00,2024-02-02 09:15:00,0.0068124560816668,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,201,2024-02-02 09:15:00,2024-02-16 09:15:00,0.007164349935937699,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,211,2024-02-16 09:15:00,2024-03-01 09:15:00,0.0114598593101169,True,-0.020082011300423613,1.0000000000000002,"BAJAJ-AUTO,ITC,MARUTI","0.892803,0.106394,0.000803"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,221,2024-03-01 09:15:00,2024-03-15 09:15:00,0.0158563954506265,True,0.011010310267688075,2.0,"LT,ULTRACEMCO,ONGC","0.815465,0.184094,0.000441"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,231,2024-03-15 09:15:00,2024-04-02 09:15:00,0.0076410160863509,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,241,2024-04-02 09:15:00,2024-04-18 09:15:00,0.007755905804729,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,251,2024-04-18 09:15:00,2024-05-03 09:15:00,0.0114299482379143,True,-0.0003062564570697562,1.0,"NESTLEIND,ONGC,HCLTECH","0.764697,0.235034,0.000269"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,261,2024-05-03 09:15:00,2024-05-17 09:15:00,0.006629892058706,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,271,2024-05-17 09:15:00,2024-05-31 09:15:00,0.011836455192545399,True,-0.023119496207196465,0.9999999999999999,"NESTLEIND,TCS,WIPRO","0.588387,0.411294,0.000319"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,281,2024-05-31 09:15:00,2024-06-14 09:15:00,0.0134611762373548,True,0.041865672543175386,2.0,"ONGC,INFY,TECHM","0.525237,0.474676,0.000087"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,291,2024-06-14 09:15:00,2024-07-01 09:15:00,0.0065878800962913,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,301,2024-07-01 09:15:00,2024-07-15 09:15:00,0.0265298633128154,True,0.07959786046066952,0.9999999999999999,"WIPRO,INFY,BPCL","0.527127,0.472518,0.000355"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,311,2024-07-15 09:15:00,2024-07-30 09:15:00,0.028987360147261,True,0.026455078499819498,1.9999999999999998,"BHARTIARTL,ADANIPORTS,BRITANNIA","0.920842,0.078852,0.000306"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,321,2024-07-30 09:15:00,2024-08-13 09:15:00,0.0128418810282477,True,0.0040128736586277185,1.9999999999999998,"ITC,SUNPHARMA,TCS","0.688860,0.310064,0.001075"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,331,2024-08-13 09:15:00,2024-08-28 09:15:00,0.0112432525995927,True,0.04289129493173864,2.0,"BPCL,AXISBANK,CIPLA","0.617381,0.382480,0.000139"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,341,2024-08-28 09:15:00,2024-09-11 09:15:00,0.006341387266319399,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,351,2024-09-11 09:15:00,2024-09-25 09:15:00,0.0071402981719772,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,361,2024-09-25 09:15:00,2024-10-10 09:15:00,0.0078621870477219,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,371,2024-10-10 09:15:00,2024-10-24 09:15:00,0.0076589856752472,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,381,2024-10-24 09:15:00,2024-11-07 09:15:00,0.0072496200942441,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,391,2024-11-07 09:15:00,2024-11-25 09:15:00,0.0108630321428929,True,0.027604426267216355,1.0,"HCLTECH,TCS,SBIN","0.903464,0.096016,0.000520"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,401,2024-11-25 09:15:00,2024-12-09 09:15:00,0.0102908737528665,True,-0.01803212750743296,2.0,"ICICIBANK,BAJAJ-AUTO,WIPRO","0.529720,0.470107,0.000173"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,411,2024-12-09 09:15:00,2024-12-23 09:15:00,0.010923044017004498,True,-0.010821095482055279,2.0,"ULTRACEMCO,INFY,AXISBANK","0.507619,0.491913,0.000468"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,421,2024-12-23 09:15:00,2025-01-07 09:15:00,0.0080714148464856,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,431,2025-01-07 09:15:00,2025-01-21 09:15:00,0.0094389122699555,True,0.01879443103990408,1.0,"ONGC,BPCL,M&M","0.921843,0.077969,0.000188"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,441,2025-01-21 09:15:00,2025-02-03 09:15:00,0.0045242363840995,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,451,2025-02-03 09:15:00,2025-02-17 09:15:00,0.0105945086827127,True,-0.025713043544119567,0.9999999999999999,"RELIANCE,TECHM,TCS","0.898161,0.101451,0.000388"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,461,2025-02-17 09:15:00,2025-03-04 09:15:00,0.0069002703393921,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,471,2025-03-04 09:15:00,2025-03-19 09:15:00,0.0088639915074352,True,0.024147172037793353,1.0000000000000002,"HINDUNILVR,KOTAKBANK,TECHM","0.863432,0.135951,0.000617"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,481,2025-03-19 09:15:00,2025-04-03 09:15:00,0.009463565415356302,True,-0.00031847157876820065,1.9987665371864236,"HCLTECH,BRITANNIA,TECHM","0.668971,0.330251,0.000779"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,491,2025-04-03 09:15:00,2025-04-22 09:15:00,0.0103533934423633,True,-0.006610297702607733,0.6620584691074054,"HCLTECH,HINDUNILVR,INFY","0.820022,0.179746,0.000232"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,501,2025-04-22 09:15:00,2025-05-07 09:15:00,0.0076600502017333,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,511,2025-05-07 09:15:00,2025-05-21 09:15:00,0.011954562358993899,True,0.013928026493982866,0.9999999999999999,"ULTRACEMCO,ADANIPORTS,MARUTI","0.828888,0.170762,0.000351"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,521,2025-05-21 09:15:00,2025-06-04 09:15:00,0.0076789602821282004,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,531,2025-06-04 09:15:00,2025-06-18 09:15:00,0.0075013385659593,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,541,2025-06-18 09:15:00,2025-07-02 09:15:00,0.0071572574889078,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,551,2025-07-02 09:15:00,2025-07-16 09:15:00,0.0047088439633106004,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,561,2025-07-16 09:15:00,2025-07-30 09:15:00,0.0063454469314289,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,571,2025-07-30 09:15:00,2025-08-13 09:15:00,0.0066611209239688,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,581,2025-08-13 09:15:00,2025-08-29 09:15:00,0.0062862680108799,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,591,2025-08-29 09:15:00,2025-09-12 09:15:00,0.0053436956324426,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,601,2025-09-12 09:15:00,2025-09-26 09:15:00,0.0070474094135117,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,611,2025-09-26 09:15:00,2025-10-13 09:15:00,0.0085550822139121,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,621,2025-10-13 09:15:00,2025-10-28 09:15:00,0.007115005677064299,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,631,2025-10-28 09:15:00,2025-11-12 09:15:00,0.0052072419284607,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,641,2025-11-12 09:15:00,2025-11-26 09:15:00,0.0055904360936868,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,651,2025-11-26 09:15:00,2025-12-10 09:15:00,0.0113235563194565,True,-0.008311413722186474,1.0,"BRITANNIA,NESTLEIND,HCLTECH","0.774750,0.224852,0.000397"
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,661,2025-12-10 09:15:00,2025-12-24 09:15:00,0.0064071915936686,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,671,2025-12-24 09:15:00,2026-01-08 09:15:00,0.0069938808211825,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,681,2026-01-08 09:15:00,2026-01-23 09:15:00,0.005937537119816901,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,691,2026-01-23 09:15:00,2026-02-06 09:15:00,0.0079684082847281,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,701,2026-02-06 09:15:00,2026-02-20 09:15:00,0.0058464261060242,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,711,2026-02-20 09:15:00,2026-03-09 09:15:00,0.0072459954824331,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.6,0.00856445144160724,721,2026-03-09 09:15:00,2026-03-13 09:15:00,0.0133831968983102,True,-0.03115304319761716,0.9999999999999999,"MARUTI,NESTLEIND,AXISBANK","0.760278,0.238303,0.001419"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,1,2023-04-17 10:15:00,2023-05-02 09:15:00,0.0103934058729272,True,0.011561129159854923,1.0,"DRREDDY,AXISBANK,INFY","0.696825,0.302664,0.000510"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,11,2023-05-02 09:15:00,2023-05-16 09:15:00,0.0102624147888659,True,0.030284199583301388,2.0,"ULTRACEMCO,KOTAKBANK,M&M","0.613943,0.385750,0.000307"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,21,2023-05-16 09:15:00,2023-05-30 09:15:00,0.0095100682702419,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,31,2023-05-30 09:15:00,2023-06-13 09:15:00,0.011887822594473001,True,0.011435403319113182,1.0,"DRREDDY,HCLTECH,HINDUNILVR","0.539567,0.454101,0.006332"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,41,2023-06-13 09:15:00,2023-06-27 09:15:00,0.0068031408265778,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,51,2023-06-27 09:15:00,2023-07-12 09:15:00,0.0077126062610404994,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,61,2023-07-12 09:15:00,2023-07-26 09:15:00,0.005558564448274,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,71,2023-07-26 09:15:00,2023-08-09 09:15:00,0.011682419430473798,True,0.1165972538585594,0.9999999999999999,"TECHM,CIPLA,ADANIPORTS","0.581086,0.418567,0.000347"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,81,2023-08-09 09:15:00,2023-08-24 09:15:00,0.0055936090673599,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,91,2023-08-24 09:15:00,2023-09-07 09:15:00,0.0062112461397659,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,101,2023-09-07 09:15:00,2023-09-22 09:15:00,0.009241357250060901,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,111,2023-09-22 09:15:00,2023-10-09 09:15:00,0.0071007291108721,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,121,2023-10-09 09:15:00,2023-10-23 09:15:00,0.0086019283523878,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,131,2023-10-23 09:15:00,2023-11-07 09:15:00,0.0050201385829755,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,141,2023-11-07 09:15:00,2023-11-21 09:15:00,0.0041594965059403,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,151,2023-11-21 09:15:00,2023-12-06 09:15:00,0.006849886191590699,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,161,2023-12-06 09:15:00,2023-12-20 09:15:00,0.0112517686394911,True,0.06487738282620752,0.9999999999999999,"TCS,SUNPHARMA,M&M","0.753815,0.245824,0.000361"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,171,2023-12-20 09:15:00,2024-01-04 09:15:00,0.0041523187835434,False,0.0,0.9999999999999999,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,181,2024-01-04 09:15:00,2024-01-18 09:15:00,0.008611010620221599,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,191,2024-01-18 09:15:00,2024-02-02 09:15:00,0.0068124560816668,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,201,2024-02-02 09:15:00,2024-02-16 09:15:00,0.007164349935937699,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,211,2024-02-16 09:15:00,2024-03-01 09:15:00,0.0114598593101169,True,-0.020082011300423613,1.0000000000000002,"BAJAJ-AUTO,ITC,MARUTI","0.892803,0.106394,0.000803"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,221,2024-03-01 09:15:00,2024-03-15 09:15:00,0.0158563954506265,True,0.011010310267688075,2.0,"LT,ULTRACEMCO,ONGC","0.815465,0.184094,0.000441"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,231,2024-03-15 09:15:00,2024-04-02 09:15:00,0.0076410160863509,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,241,2024-04-02 09:15:00,2024-04-18 09:15:00,0.007755905804729,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,251,2024-04-18 09:15:00,2024-05-03 09:15:00,0.0114299482379143,True,-0.0003062564570697562,1.0,"NESTLEIND,ONGC,HCLTECH","0.764697,0.235034,0.000269"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,261,2024-05-03 09:15:00,2024-05-17 09:15:00,0.006629892058706,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,271,2024-05-17 09:15:00,2024-05-31 09:15:00,0.011836455192545399,True,-0.023119496207196465,0.9999999999999999,"NESTLEIND,TCS,WIPRO","0.588387,0.411294,0.000319"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,281,2024-05-31 09:15:00,2024-06-14 09:15:00,0.0134611762373548,True,0.041865672543175386,2.0,"ONGC,INFY,TECHM","0.525237,0.474676,0.000087"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,291,2024-06-14 09:15:00,2024-07-01 09:15:00,0.0065878800962913,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,301,2024-07-01 09:15:00,2024-07-15 09:15:00,0.0265298633128154,True,0.07959786046066952,0.9999999999999999,"WIPRO,INFY,BPCL","0.527127,0.472518,0.000355"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,311,2024-07-15 09:15:00,2024-07-30 09:15:00,0.028987360147261,True,0.026455078499819498,1.9999999999999998,"BHARTIARTL,ADANIPORTS,BRITANNIA","0.920842,0.078852,0.000306"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,321,2024-07-30 09:15:00,2024-08-13 09:15:00,0.0128418810282477,True,0.0040128736586277185,1.9999999999999998,"ITC,SUNPHARMA,TCS","0.688860,0.310064,0.001075"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,331,2024-08-13 09:15:00,2024-08-28 09:15:00,0.0112432525995927,True,0.04289129493173864,2.0,"BPCL,AXISBANK,CIPLA","0.617381,0.382480,0.000139"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,341,2024-08-28 09:15:00,2024-09-11 09:15:00,0.006341387266319399,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,351,2024-09-11 09:15:00,2024-09-25 09:15:00,0.0071402981719772,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,361,2024-09-25 09:15:00,2024-10-10 09:15:00,0.0078621870477219,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,371,2024-10-10 09:15:00,2024-10-24 09:15:00,0.0076589856752472,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,381,2024-10-24 09:15:00,2024-11-07 09:15:00,0.0072496200942441,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,391,2024-11-07 09:15:00,2024-11-25 09:15:00,0.0108630321428929,True,0.027604426267216355,1.0,"HCLTECH,TCS,SBIN","0.903464,0.096016,0.000520"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,401,2024-11-25 09:15:00,2024-12-09 09:15:00,0.0102908737528665,True,-0.01803212750743296,2.0,"ICICIBANK,BAJAJ-AUTO,WIPRO","0.529720,0.470107,0.000173"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,411,2024-12-09 09:15:00,2024-12-23 09:15:00,0.010923044017004498,True,-0.010821095482055279,2.0,"ULTRACEMCO,INFY,AXISBANK","0.507619,0.491913,0.000468"
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,421,2024-12-23 09:15:00,2025-01-07 09:15:00,0.0080714148464856,False,0.0,1.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,431,2025-01-07 09:15:00,2025-01-21 09:15:00,0.0094389122699555,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,441,2025-01-21 09:15:00,2025-02-03 09:15:00,0.0045242363840995,False,0.0,0.0,,
E1006,score_weighted,3,10,prediction_spread,0.7,0.0098110068776915,451,2025-02-03 09:15:00,2025-02-17 09:15:00,0.0105945086827127,True,-0.025713043544119567,0.9999999999999999,"RELIANCE,TECHM,TCS","0.898161,0.101451,0.000388"
