strategy,entry_date,expiry_date,days_to_expiry,spot_entry,spot_expiry,vix_entry,vix_p60_60,vix_change_1d,spot_ret_5d,spot_vs_sma20,short_call_offset,short_put_offset,wing_width_pct,premium_haircut,cost_per_leg_points,short_call_strike,short_put_strike,call_wing_strike,put_wing_strike,short_call_close,short_put_close,call_wing_close,put_wing_close,short_credit_raw,long_debit_raw,net_credit,expiry_payoff,total_cost_points,net_pnl_points,margin_estimate_points,return_on_margin,max_margin_points,min_total_contracts,total_entry_contracts,total_entry_open_int,scenario,fut_oi,fut_chg_in_oi,fut_oi_chg_5d,fut_oi_chg_20d,fut_oi_rising,fut_oi_falling,pcr_oi,pcr_chg,pcr_oi_rank_252,pcr_high,pcr_low,oi_feature_available,positioning_bucket
TB11_T09_low_loss_h15_c1,2024-03-27,2024-04-04,8,22326.9,22513.7,12.83,14.978,0.0102362204724411,0.0223360852782397,0.006755396392267,0.03,0.03,0.05,0.15,1.0,23000.0,21650.0,24150.0,20500.0,2.35,16.65,1.45,1.9,19.0,3.35,12.2975,0.0,4.0,8.2975,1137.7025,0.0072932071433437,,60000.0,116068.0,2857200.0,base,7819850.0,-2209850.0,-4866700.0,-11761550.0,False,True,1.0584432825422712,0.5300948507698797,0.6190476190476191,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h15_c1,2024-05-15,2024-05-23,8,22403.85,22957.1,20.0,14.4,-0.013320177602368,0.0203279061823977,0.0033095689096447,0.03,0.03,0.05,0.15,1.0,23100.0,21700.0,24250.0,20550.0,3.9,29.4,1.4,2.5,33.3,3.9,23.82,0.0,4.0,19.82,1126.18,0.0175993180486245,,60000.0,155580.0,1040475.0,base,10830875.0,-893125.0,208200.0,-1414425.0,True,False,0.9833190110984134,2.0996984710857545,0.5238095238095238,False,False,True,fut_rising_only
TB11_T09_low_loss_h30_c3,2017-04-24,2017-04-27,3,9306.6,9304.05,11.15,13.394,-0.0404475043029258,0.0221248414358907,0.0143347563004234,0.03,0.03,0.05,0.3,3.0,9600.0,9000.0,10100.0,8500.0,0.45,5.0,0.25,0.8,5.45,1.05,2.45,0.0,12.0,-9.55,497.55,-0.0191940508491608,,60000.0,291705.0,9618900.0,harsh_stress,18648975.0,-884925.0,-1752750.0,-18187875.0,False,True,1.0240247739873134,-0.005140645757523248,0.38492063492063494,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2019-02-25,2019-02-28,3,10835.3,10863.5,17.12,16.264,0.1145833333333334,0.0217787983233295,0.0006723297518842,0.03,0.03,0.05,0.3,3.0,11200.0,10500.0,11750.0,9900.0,1.2,4.4,0.2,1.55,5.6000000000000005,1.75,1.645,0.0,12.0,-10.355,598.355,-0.0173057800135371,,60000.0,155448.0,5630325.0,harsh_stress,20255550.0,-733050.0,-977925.0,-9148275.0,False,True,1.0776303156257216,0.3746670290839902,0.28174603174603174,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2019-05-20,2019-05-23,3,11709.1,11844.1,25.65,21.052,0.0831925675675675,0.043401161106928,0.0171066867092331,0.03,0.03,0.05,0.3,3.0,12100.0,11350.0,12700.0,10750.0,108.45,48.65,13.55,19.6,157.1,33.150000000000006,66.87499999999997,0.0,12.0,54.87499999999997,533.125,0.1029308323563891,,60000.0,94877.0,726000.0,harsh_stress,16026300.0,573150.0,-929400.0,-14114700.0,False,True,1.1577080592602234,0.8398034552813519,0.36507936507936506,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2019-05-22,2019-05-30,8,11657.05,11922.8,19.41,21.234,-0.2975027144408252,0.0355286885609968,0.0115987978366614,0.03,0.03,0.05,0.3,3.0,12050.0,11300.0,12700.0,10700.0,159.25,122.8,34.1,42.05,282.05,76.15,98.44,0.0,12.0,86.44,551.56,0.1567191239393719,,60000.0,66277.0,2391825.0,harsh_stress,16675275.0,-411000.0,457425.0,-13777950.0,True,False,1.0141581276304288,0.48230415503366725,0.19444444444444445,False,True,True,fut_rising_pcr_low
TB11_T09_low_loss_h30_c3,2019-05-23,2019-05-30,7,11844.1,11922.8,16.47,21.234,-0.1514683153013911,0.0383049227896539,0.0273052373563333,0.03,0.03,0.05,0.3,3.0,12200.0,11450.0,12800.0,10800.0,18.9,53.9,4.85,8.65,72.8,13.5,33.41,0.0,12.0,21.41,616.59,0.0347232358617557,,60000.0,248211.0,4363875.0,harsh_stress,17658825.0,983550.0,1962900.0,-10723050.0,True,False,0.9659401124791002,0.7039493983338476,0.12698412698412698,False,True,True,fut_rising_pcr_low
TB11_T09_low_loss_h30_c3,2019-09-23,2019-09-26,3,11588.2,11512.4,16.73,15.914,-0.0035735556879094,0.0712357639402456,0.0508737254816613,0.03,0.03,0.05,0.3,3.0,11950.0,11200.0,12600.0,10600.0,13.55,14.05,1.75,4.75,27.6,6.5,10.87,0.0,12.0,-1.1300000000000008,639.13,-0.0017680284136247,,60000.0,371110.0,4611975.0,harsh_stress,17491050.0,-249225.0,712800.0,-10737300.0,True,False,1.2105292254393492,-2.2968468970347145,0.6507936507936508,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2019-09-26,2019-10-03,7,11512.4,11174.75,16.12,16.102,-0.0134638922888615,0.0211278849053591,0.0378141753351006,0.03,0.03,0.05,0.3,3.0,11900.0,11150.0,12500.0,10550.0,18.15,9.5,1.45,2.6,27.65,4.05,14.089999999999996,0.0,12.0,2.0899999999999963,585.91,0.0035671007492618,,60000.0,62298.0,1134000.0,harsh_stress,8761050.0,-4887525.0,-8509050.0,-17533650.0,False,True,1.1067824171212757,-0.7499182739457338,0.4801587301587302,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2019-10-14,2019-10-17,3,11428.3,11661.85,16.85,16.605999999999998,-0.0332759609868043,0.0271336640782282,0.0139345804010915,0.03,0.03,0.05,0.3,3.0,11800.0,11050.0,12400.0,10450.0,1.3,13.3,0.15,1.55,14.6,1.7,8.010000000000002,0.0,12.0,-3.9899999999999984,591.99,-0.0067399787158566,,60000.0,122536.0,700950.0,harsh_stress,14756775.0,192000.0,-1081575.0,-11151300.0,False,True,0.9249238109101837,0.9988921421223391,0.2261904761904762,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2019-10-17,2019-10-24,7,11661.85,11583.9,15.93,16.605999999999998,0.0031486146095718,0.0315611164921871,0.0253291292129582,0.03,0.03,0.05,0.3,3.0,12100.0,11300.0,12900.0,10700.0,2.0,14.6,0.15,3.15,16.6,3.3,7.330000000000001,0.0,12.0,-4.669999999999999,792.67,-0.0058914806918389,,60000.0,76690.0,1781475.0,harsh_stress,14253450.0,-452775.0,-297225.0,-12370875.0,False,True,1.1317753444422791,1.6193114364859518,0.5317460317460317,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2019-12-16,2019-12-19,3,12165.0,12271.8,12.52,15.93,-0.0670640834575261,0.0259935227042711,0.0124479497512886,0.03,0.03,0.05,0.3,3.0,12550.0,11800.0,13550.0,11100.0,0.8,4.75,0.05,1.15,5.55,1.2,2.325,0.0,12.0,-9.675,997.675,-0.0096975467963014,,60000.0,83815.0,1439400.0,harsh_stress,14065275.0,33225.0,633600.0,-11957700.0,True,False,1.4767744489903656,3.407327503178333,0.9365079365079365,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-06-01,2020-06-04,3,9979.1,10142.15,30.12,43.52,-0.0201691607026675,0.1052227036318367,0.0778897422412214,0.03,0.03,0.05,0.3,3.0,10300.0,9650.0,10800.0,9150.0,9.6,56.65,1.85,8.95,66.25,10.8,32.335,0.0,12.0,20.335,467.665,0.0434819796221654,,60000.0,280505.0,1317525.0,harsh_stress,9894075.0,326100.0,-3945075.0,-6786525.0,False,True,1.4399305651622794,1.9410745852900737,0.9246031746031746,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-06-04,2020-06-11,7,10142.15,9972.9,28.68,43.52,-0.0340181879420681,0.058647493969389,0.080577649814596,0.03,0.03,0.05,0.3,3.0,10450.0,9800.0,11000.0,9250.0,27.95,73.45,2.7,10.2,101.4,12.9,54.21000000000001,0.0,12.0,42.21000000000001,495.79,0.0851368522963351,,60000.0,91634.0,1845750.0,harsh_stress,10430775.0,-295200.0,-944925.0,-4242300.0,False,True,1.5263080463265455,1.5333333333333334,0.9682539682539683,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-06-18,2020-06-25,7,10244.4,10383.0,29.97,40.326,-0.0473617291799111,0.0272237764341365,0.0419355567068879,0.03,0.03,0.05,0.3,3.0,10600.0,9900.0,11150.0,9350.0,15.95,107.4,2.65,27.95,123.35,30.6,46.565,0.0,12.0,34.565,503.435,0.0686583173597386,,60000.0,176798.0,4320900.0,harsh_stress,9508875.0,-7950.0,-955800.0,-4708125.0,False,True,1.1368610575039004,0.6079731657477735,0.6309523809523809,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-06-22,2020-06-25,3,10471.0,10383.0,29.34,39.318,-0.0367695338148391,0.0561831753076458,0.0504845034975935,0.03,0.03,0.05,0.3,3.0,10800.0,10150.0,11350.0,9600.0,4.65,60.35,0.85,11.9,65.0,12.75,28.925,0.0,12.0,16.925,521.075,0.032480928849014,,60000.0,303799.0,5506500.0,harsh_stress,9114750.0,13125.0,-1584450.0,-4724400.0,False,True,1.4736939422199307,1.4281453819322882,0.9404761904761905,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-07-06,2020-07-09,3,10799.65,10768.05,25.1,35.54,-0.0039682539682538,0.0482959784898224,0.051254043139705,0.03,0.03,0.05,0.3,3.0,11150.0,10450.0,11700.0,9900.0,5.25,17.95,0.35,2.95,23.2,3.3000000000000003,11.949999999999998,0.0,12.0,-0.0500000000000024,538.05,-9.292816652727904e-05,,60000.0,127099.0,1835100.0,harsh_stress,10940775.0,240075.0,-694050.0,-6982800.0,False,True,1.3265570772459943,1.0204954196876108,0.8373015873015873,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-07-20,2020-07-23,3,11162.25,11194.15,24.43,31.346,-0.0113314447592068,0.0523127831173666,0.0486614224122543,0.03,0.03,0.05,0.3,3.0,11500.0,10800.0,12100.0,10200.0,3.5,34.05,0.6,4.45,37.55,5.05,19.719999999999995,0.0,12.0,7.719999999999995,580.28,0.0133039222444337,,60000.0,556645.0,5946225.0,harsh_stress,10499475.0,-35400.0,-1180575.0,-6209025.0,False,True,1.6443749298232828,2.7032185478362196,0.9841269841269841,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-08-10,2020-08-13,3,11322.5,11178.4,21.36,29.496,-0.0510884051532652,0.020481737680539,0.020538535188074,0.03,0.03,0.05,0.3,3.0,11700.0,10950.0,12300.0,10350.0,2.15,9.45,0.7,1.5,11.6,2.2,5.259999999999999,0.0,12.0,-6.740000000000001,594.74,-0.0113326831892928,,60000.0,174124.0,1976175.0,harsh_stress,10348950.0,142800.0,88500.0,-8516475.0,True,False,1.435279701846767,1.3077542578407417,0.8571428571428571,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-08-27,2020-09-03,7,11647.6,11333.85,18.35,25.294,-0.0291005291005289,0.0242709908895846,0.0293836919095864,0.03,0.03,0.05,0.3,3.0,12000.0,11250.0,12600.0,10650.0,4.45,25.45,1.25,5.7,29.9,6.95,11.894999999999996,0.0,12.0,-0.1050000000000039,588.105,-0.0001785395465095,,60000.0,69761.0,1780500.0,harsh_stress,4744950.0,-1813425.0,-4994925.0,-8455350.0,False,True,1.5514199921919307,14.247068855254744,0.9484126984126984,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2020-10-05,2020-10-08,3,11662.4,11914.2,19.64,22.206,-0.0035514967021816,0.0387306224421177,0.0285729656956397,0.03,0.03,0.05,0.3,3.0,12050.0,11300.0,12700.0,10700.0,1.4,24.1,0.75,2.05,25.5,2.8,14.209999999999996,0.0,12.0,2.2099999999999973,635.79,0.0034759905000078,,60000.0,397373.0,2574450.0,harsh_stress,9310650.0,283425.0,1265175.0,-6021450.0,True,False,1.4177134411133034,-13.99076453581754,0.8055555555555556,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-10-08,2020-10-15,7,11914.2,11762.45,20.38,21.884,0.0,0.0435536636317055,0.0441362314623796,0.03,0.03,0.05,0.3,3.0,12300.0,11550.0,12900.0,10950.0,7.25,37.6,0.85,4.85,44.85,5.699999999999999,23.985,0.0,12.0,11.985,576.015,0.0208067498242233,,60000.0,68858.0,1246050.0,harsh_stress,10392000.0,362700.0,1753425.0,-4707675.0,True,False,1.4096558226353282,1.7033183787128714,0.7936507936507936,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-10-12,2020-10-15,3,11934.5,11762.45,20.72,21.514,-0.0194036914339801,0.0233313897653999,0.0415296247303613,0.03,0.03,0.05,0.3,3.0,12300.0,11550.0,12900.0,10950.0,8.9,12.45,1.05,1.7,21.35,2.75,11.37,0.0,12.0,-0.629999999999999,588.63,-0.0010702818408847,,60000.0,346162.0,3155550.0,harsh_stress,11436450.0,372750.0,2125800.0,-3115500.0,True,False,1.3898343328559495,1.6515588184732377,0.7857142857142857,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-11-13,2020-11-19,6,12780.25,12859.05,19.13,21.608,-0.0289340101522842,0.0256158188916664,0.0554840947522077,0.03,0.03,0.05,0.3,3.0,13200.0,12350.0,13850.0,11700.0,4.9,12.25,1.0,2.3,17.15,3.3,7.714999999999999,0.0,12.0,-4.285000000000001,642.285,-0.0066714931844897,,60000.0,175645.0,2422050.0,harsh_stress,11700675.0,-408600.0,396450.0,-6618525.0,True,False,1.2714142537614432,0.31331217969459435,0.6507936507936508,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-12-07,2020-12-10,3,13392.95,13513.85,18.62,21.018,0.0327232390460343,0.0216567943519936,0.0335089101217001,0.03,0.03,0.05,0.3,3.0,13800.0,12950.0,14500.0,12250.0,1.6,9.3,0.6,1.85,10.9,2.45,4.444999999999999,0.0,12.0,-7.555000000000001,695.555,-0.0108618297618448,,60000.0,228322.0,3337125.0,harsh_stress,12531525.0,547800.0,1136700.0,-6205875.0,True,False,1.4542501381156772,1.506105887099277,0.8293650793650794,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2020-12-28,2020-12-31,3,13932.6,14018.5,20.79,20.794,0.0176211453744492,0.0453317727559197,0.0314866775743487,0.03,0.03,0.05,0.3,3.0,14400.0,13500.0,15100.0,12800.0,1.8,14.7,1.1,3.4,16.5,4.5,5.699999999999998,0.0,12.0,-6.300000000000002,694.3,-0.0090738873685726,,60000.0,348515.0,7533900.0,harsh_stress,10335900.0,-329325.0,-2477025.0,-2886675.0,False,True,1.5147820429407937,8.235054997608799,0.876984126984127,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2021-01-07,2021-01-14,7,14347.25,14433.7,20.64,20.982,0.0009699321047527,0.0234511538324357,0.0369503335681071,0.03,0.03,0.05,0.3,3.0,14800.0,13900.0,15550.0,13150.0,3.6,46.45,1.55,5.35,50.05,6.9,26.065000000000005,0.0,12.0,14.065000000000005,723.935,0.0194285398550974,,60000.0,96054.0,2299875.0,harsh_stress,12368925.0,-812475.0,-1970850.0,-7673025.0,False,True,1.113961211720886,-0.3320751940967428,0.36507936507936506,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2021-01-11,2021-01-14,3,14563.45,14433.7,22.85,20.982,0.0210008936550492,0.0256311841966268,0.0451125472422848,0.03,0.03,0.05,0.3,3.0,15050.0,14100.0,15800.0,13350.0,1.7,23.15,0.75,4.3,24.85,5.05,10.829999999999997,0.0,12.0,-1.1700000000000053,739.17,-0.001582856447096,,60000.0,233277.0,2231925.0,harsh_stress,13283400.0,975300.0,1114425.0,-6181800.0,True,False,1.5190347284418995,5.578333651278138,0.876984126984127,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2021-02-01,2021-02-04,3,14647.85,14924.25,23.35,21.024,0.0012864493996569,0.0287206174634278,0.0226456759650321,0.03,0.03,0.05,0.3,3.0,15100.0,14200.0,15850.0,13450.0,3.25,90.25,1.15,8.75,93.5,9.9,52.58,0.0,12.0,40.58,697.42,0.0581858851194402,,60000.0,383889.0,2709975.0,harsh_stress,9184875.0,-432450.0,-9570825.0,-9230250.0,False,True,0.7732800639730169,0.41738278689718455,0.04365079365079365,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2021-02-04,2021-02-11,7,14924.25,15163.3,23.42,21.104,0.0129757785467128,0.0945865665292711,0.0342642814906419,0.03,0.03,0.05,0.3,3.0,15400.0,14450.0,16150.0,13700.0,14.2,43.55,1.8,8.1,57.75,9.9,27.555,0.0,12.0,15.554999999999996,722.445,0.0215310508066357,,60000.0,80603.0,1434000.0,harsh_stress,10121475.0,452475.0,-2879100.0,-9674400.0,False,True,1.3827660010312992,4.03545177258863,0.7222222222222222,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2021-02-08,2021-02-11,3,15109.3,15163.3,24.27,21.286,0.0129382303839731,0.0315029168103166,0.0420582396848439,0.03,0.03,0.05,0.3,3.0,15600.0,14650.0,16400.0,13850.0,6.3,20.3,1.55,3.35,26.6,4.9,12.25,0.0,12.0,0.25,787.75,0.0003173595683909,,60000.0,202667.0,2769750.0,harsh_stress,11082150.0,94275.0,1897275.0,-7840425.0,True,False,1.3371591187836172,0.846769620931743,0.6706349206349206,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2021-04-26,2021-04-29,3,14653.05,14631.1,23.08,23.012,-0.0178723404255319,0.0204464655679708,0.0048702058509335,0.03,0.03,0.05,0.3,3.0,15100.0,14200.0,15850.0,13450.0,1.95,50.15,0.65,4.0,52.1,4.65,30.425,0.0,12.0,18.425,719.575,0.0256053920717089,,60000.0,508160.0,5517675.0,harsh_stress,10226100.0,-289500.0,-741750.0,-7323900.0,False,True,1.1982577477286214,0.7884165449569644,0.4603174603174603,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2021-04-29,2021-05-06,7,14631.1,14823.15,23.03,22.934,-0.0120120120120119,0.0202038162376623,0.0009170392459274,0.03,0.03,0.05,0.3,3.0,15100.0,14150.0,15850.0,13400.0,90.5,25.3,3.0,5.85,115.8,8.85,69.55499999999999,0.0,12.0,57.55499999999999,680.445,0.0845843528867138,,60000.0,122351.0,1566300.0,harsh_stress,7015650.0,-1399950.0,-3985350.0,-6256200.0,False,True,1.5279358369242115,3.0386547467007237,0.8888888888888888,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2021-05-20,2021-05-27,7,15175.3,15435.65,19.08,22.442,-0.0290076335877862,0.0338947253675618,0.0271745761211845,0.03,0.03,0.05,0.3,3.0,15650.0,14700.0,16450.0,13900.0,4.4,64.6,1.6,5.0,69.0,6.6,39.72,0.0,12.0,27.72,760.28,0.0364602514862945,,60000.0,116396.0,3344175.0,harsh_stress,10700025.0,-318975.0,-1035450.0,-4480425.0,False,True,1.2135054066949504,-0.1503727643321459,0.4642857142857143,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2021-05-31,2021-06-03,3,15574.85,15670.25,17.39,21.224,0.0296033155713439,0.0240918699801755,0.0362122236297248,0.03,0.03,0.05,0.3,3.0,16050.0,15100.0,16850.0,14300.0,1.65,9.85,0.55,2.35,11.5,2.9000000000000004,4.279999999999999,0.0,12.0,-7.7200000000000015,795.72,-0.0097019051927813,,60000.0,255433.0,2682225.0,harsh_stress,10394850.0,525825.0,-6330300.0,-5849100.0,False,True,1.2793808221717569,1.1215320910973086,0.5238095238095238,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2021-08-04,2021-08-12,8,16294.6,16529.09,12.87,14.922,-0.0257380772142317,0.0327123386644441,0.0277914178729083,0.03,0.03,0.05,0.3,3.0,16800.0,15800.0,17650.0,14950.0,5.1,23.1,1.4,4.4,28.200000000000003,5.800000000000001,12.2,0.0,12.0,0.200000000000001,837.8,0.0002387204583432,,60000.0,70710.0,1163650.0,harsh_stress,11634750.0,1180800.0,-1847400.0,-4537400.0,False,True,1.6584718926496975,7.807667690732207,0.9761904761904762,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2021-12-27,2021-12-30,3,17233.25,17354.05,16.48,17.198,-0.0373831775700934,0.0275722623315231,0.0041616486261939,0.03,0.03,0.05,0.3,3.0,17800.0,16700.0,18700.0,15800.0,1.95,23.15,0.65,2.65,25.1,3.3,13.279999999999998,0.0,12.0,1.2799999999999976,886.72,0.0014435221941537,,60000.0,1116136.0,9274550.0,harsh_stress,9415350.0,-336950.0,-1506250.0,-1434200.0,False,True,0.9501901187281818,0.6250169983228322,0.2698412698412698,False,True,True,fut_falling_pcr_low
TB11_T09_low_loss_h30_c3,2021-12-30,2022-01-06,7,17354.05,17812.7,16.22,17.148,-0.0211225105612553,0.0206013379401601,0.0111818478639513,0.03,0.03,0.05,0.3,3.0,17900.0,16800.0,18800.0,15900.0,2.7,37.1,1.15,3.0,39.8,4.15,22.465000000000003,0.0,12.0,10.465000000000003,877.535,0.0119254502669409,,60000.0,166945.0,2629250.0,harsh_stress,4824950.0,-2234950.0,-4836600.0,-6899700.0,False,True,1.1489779223387528,0.12668462605455397,0.5317460317460317,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2022-01-03,2022-01-06,3,17805.25,17812.7,16.12,17.108,-0.0200607902735561,0.0331916498629103,0.0334317889892508,0.03,0.03,0.05,0.3,3.0,18350.0,17250.0,19250.0,16350.0,1.0,15.4,0.55,1.9,16.4,2.45,8.294999999999998,0.0,12.0,-3.705000000000002,891.705,-0.0041549615624001,,60000.0,305062.0,1604500.0,harsh_stress,10274450.0,670250.0,-5963100.0,-7837100.0,False,True,1.3706045518613332,1.6905699335026974,0.8333333333333334,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-01-05,2022-01-13,8,17745.9,18255.75,17.98,17.202,0.0435287289611143,0.0315014865772105,0.0279449266105109,0.03,0.03,0.05,0.3,3.0,18300.0,17200.0,19200.0,16300.0,34.9,17.65,1.95,4.4,52.55,6.3500000000000005,28.529999999999998,0.0,12.0,16.529999999999994,871.47,0.0189679507039829,,60000.0,90934.0,1354100.0,harsh_stress,10539100.0,-92150.0,-3343000.0,-7611900.0,False,True,1.5719562040897965,1.652618777200406,0.9563492063492064,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-03-21,2022-03-24,3,17315.5,17153.0,24.07,21.974,-0.0223395613322502,0.0263287357820678,0.0365806935162147,0.03,0.03,0.05,0.3,3.0,17850.0,16750.0,18750.0,15850.0,10.35,64.5,1.3,2.55,74.85,3.85,47.38999999999999,0.0,12.0,35.38999999999999,852.61,0.0415078406305344,,60000.0,310658.0,1329700.0,harsh_stress,10934300.0,-354850.0,-1084400.0,-6552250.0,False,True,1.2717385426233125,-13.45366424333584,0.7698412698412699,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-05-30,2022-06-02,3,16584.55,16584.3,20.48,22.764,0.025025025025025,0.0284896574605506,0.0217751522307616,0.03,0.03,0.05,0.3,3.0,17100.0,16050.0,17950.0,15200.0,8.35,13.8,0.75,1.75,22.15,2.5,12.254999999999995,0.0,12.0,0.2549999999999972,837.745,0.0003043885669266,,60000.0,1370372.0,5249150.0,harsh_stress,11243050.0,-37900.0,-4166500.0,-5130500.0,False,True,1.129279809875935,1.1755684076890525,0.6349206349206349,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-07-06,2022-07-14,8,16132.9,16049.2,19.2,21.462,-0.0527873704982733,0.0223475546965352,0.0259550819924943,0.03,0.03,0.05,0.3,3.0,16650.0,15600.0,17500.0,14750.0,11.1,65.55,1.25,6.6,76.64999999999999,7.85,43.45,0.0,12.0,31.45,806.55,0.0389932428243754,,60000.0,98595.0,943000.0,harsh_stress,12351500.0,246200.0,-2435100.0,-5847250.0,False,True,0.890942186713474,0.06412516177182828,0.4166666666666667,False,False,True,fut_falling_only
TB11_T09_low_loss_h30_c3,2022-07-07,2022-07-14,7,16220.6,16049.2,18.4,21.462,-0.0416666666666667,0.0297453347342093,0.0314706131570274,0.03,0.03,0.05,0.3,3.0,16750.0,15700.0,17600.0,14850.0,6.85,33.6,0.85,2.7,40.45,3.5500000000000003,23.700000000000003,0.0,12.0,11.700000000000005,826.3,0.0141595062326031,,60000.0,191226.0,2154100.0,harsh_stress,12483900.0,132400.0,25450.0,-5707400.0,True,False,1.2588304991891612,-7.313901701135744,0.8253968253968254,True,False,True,fut_rising_pcr_high
TB11_T09_low_loss_h30_c3,2022-07-20,2022-07-28,8,16605.25,17158.25,16.86,21.462,0.0023781212841853,0.0418228645462446,0.0356392044502189,0.03,0.03,0.05,0.3,3.0,17150.0,16100.0,18000.0,15250.0,5.15,35.75,1.4,4.95,40.9,6.35,20.375,8.25,12.0,0.1249999999999964,829.625,0.0001506704836522,,60000.0,113917.0,2202950.0,harsh_stress,10972700.0,50200.0,-1132100.0,-5781000.0,False,True,1.3504066400643997,1.18440655011081,0.8928571428571429,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-07-21,2022-07-28,7,16719.45,17158.25,16.65,21.462,-0.0124555160142348,0.0417622062158862,0.0394547283767885,0.03,0.03,0.05,0.3,3.0,17250.0,16200.0,18100.0,15350.0,2.85,31.6,0.75,2.7,34.45,3.45,19.630000000000003,0.0,12.0,7.630000000000003,830.37,0.0091886749280441,,60000.0,199071.0,3404450.0,harsh_stress,9400200.0,-1572500.0,-2407250.0,-8570500.0,False,True,1.4034404448651359,3.3091231720002448,0.9246031746031746,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-10-17,2022-10-20,3,17486.95,17576.3,17.45,19.308,-0.0526601520086863,0.0296404461964667,0.0153798227885109,0.03,0.03,0.05,0.3,3.0,18050.0,16950.0,18950.0,16050.0,1.5,28.25,0.7,1.75,29.75,2.45,17.64,0.0,12.0,5.640000000000001,882.36,0.006391948864409,,60000.0,588401.0,1643050.0,harsh_stress,12418800.0,-1243400.0,292100.0,-8001050.0,True,False,0.8430376837685205,0.3541571670520796,0.38492063492063494,False,True,True,fut_rising_pcr_low
TB11_T09_low_loss_h30_c3,2022-10-19,2022-10-27,8,17563.95,17786.8,17.23,19.308,-0.0148656375071468,0.0323021449541123,0.021209905194484,0.03,0.03,0.05,0.3,3.0,18100.0,17000.0,19000.0,16100.0,7.45,34.85,1.8,3.8,42.3,5.6,22.33,0.0,12.0,10.329999999999998,877.67,0.0117697995829867,,60000.0,220398.0,7120000.0,harsh_stress,11411250.0,-1273300.0,-2003050.0,-7614250.0,False,True,1.1501763874300912,-40.389378716424034,0.7698412698412699,True,False,True,fut_falling_pcr_high
TB11_T09_low_loss_h30_c3,2022-10-20,2022-10-27,7,17576.3,17786.8,17.28,19.308,0.0029019152640743,0.022728198444055,0.0220869296962329,0.03,0.03,0.05,0.3,3.0,18150.0,17000.0,19050.0,16100.0,4.0,18.05,1.45,2.95,22.05,4.4,9.714999999999998,0.0,12.0,-2.285000000000002,890.285,-0.0025665938435444,,60000.0,351437.0,6578300.0,harsh_stress,10987150.0,-424100.0,-2298900.0,-7422700.0,False,True,1.0838952707712162,0.2968805970881647,0.7222222222222222,True,False,True,fut_falling_pcr_high
